"order_id";"created_at";"website_session_id";"primary_product_id";"items_purchased";"price_usd";"cogs_usd"
42;"2012-03-28 09:56:58";1343;1;1;49.99;19.49
43;"2012-03-28 16:55:52";1419;1;1;49.99;19.49
44;"2012-03-28 21:24:10";1454;1;1;49.99;19.49
45;"2012-03-28 22:45:52";1463;1;1;49.99;19.49
46;"2012-03-29 16:11:05";1581;1;1;49.99;19.49
47;"2012-03-29 17:49:07";1605;1;1;49.99;19.49
48;"2012-03-29 23:09:30";1643;1;1;49.99;19.49
49;"2012-03-30 00:25:18";1646;1;1;49.99;19.49
50;"2012-03-30 02:27:35";1654;1;1;49.99;19.49
51;"2012-03-30 10:06:25";1685;1;1;49.99;19.49
52;"2012-03-30 10:24:06";1691;1;1;49.99;19.49
53;"2012-03-30 12:47:30";1709;1;1;49.99;19.49
54;"2012-03-30 14:26:49";1726;1;1;49.99;19.49
55;"2012-03-30 14:39:09";1729;1;1;49.99;19.49
56;"2012-03-31 00:22:18";1790;1;1;49.99;19.49
57;"2012-03-31 02:32:43";1802;1;1;49.99;19.49
58;"2012-03-31 06:40:10";1807;1;1;49.99;19.49
59;"2012-03-31 10:25:39";1823;1;1;49.99;19.49
60;"2012-03-31 19:24:33";1863;1;1;49.99;19.49
61;"2012-04-01 06:45:11";1890;1;1;49.99;19.49
62;"2012-04-01 12:38:27";1912;1;1;49.99;19.49
63;"2012-04-01 17:33:26";1939;1;1;49.99;19.49
64;"2012-04-01 18:26:19";1944;1;1;49.99;19.49
65;"2012-04-02 11:07:48";2036;1;1;49.99;19.49
66;"2012-04-02 16:32:15";2089;1;1;49.99;19.49
67;"2012-04-02 17:17:42";2102;1;1;49.99;19.49
68;"2012-04-02 18:36:27";2115;1;1;49.99;19.49
69;"2012-04-03 10:29:20";2210;1;1;49.99;19.49
70;"2012-04-03 11:53:36";2231;1;1;49.99;19.49
71;"2012-04-03 15:03:48";2262;1;1;49.99;19.49
72;"2012-04-03 16:31:50";2291;1;1;49.99;19.49
73;"2012-04-03 16:36:02";2295;1;1;49.99;19.49
74;"2012-04-03 19:09:43";2325;1;1;49.99;19.49
75;"2012-04-04 07:47:38";2392;1;1;49.99;19.49
76;"2012-04-04 11:13:55";2422;1;1;49.99;19.49
77;"2012-04-04 11:34:52";2431;1;1;49.99;19.49
78;"2012-04-04 18:21:44";2514;1;1;49.99;19.49
79;"2012-04-04 19:00:06";2522;1;1;49.99;19.49
80;"2012-04-05 10:34:00";2624;1;1;49.99;19.49
81;"2012-04-05 13:15:34";2668;1;1;49.99;19.49
82;"2012-04-05 20:11:27";2770;1;1;49.99;19.49
83;"2012-04-06 04:04:23";2810;1;1;49.99;19.49
84;"2012-04-06 12:16:39";2879;1;1;49.99;19.49
85;"2012-04-06 17:13:09";2942;1;1;49.99;19.49
86;"2012-04-06 22:48:48";2982;1;1;49.99;19.49
87;"2012-04-07 04:47:20";3000;1;1;49.99;19.49
88;"2012-04-07 16:15:03";3040;1;1;49.99;19.49
89;"2012-04-07 16:55:38";3044;1;1;49.99;19.49
90;"2012-04-08 02:25:16";3077;1;1;49.99;19.49
91;"2012-04-08 05:52:53";3082;1;1;49.99;19.49
92;"2012-04-08 20:50:48";3137;1;1;49.99;19.49
93;"2012-04-08 21:10:18";3139;1;1;49.99;19.49
94;"2012-04-08 22:33:08";3147;1;1;49.99;19.49
95;"2012-04-09 09:49:50";3189;1;1;49.99;19.49
96;"2012-04-09 09:50:14";3188;1;1;49.99;19.49
97;"2012-04-09 11:25:30";3208;1;1;49.99;19.49
98;"2012-04-09 15:01:23";3247;1;1;49.99;19.49
99;"2012-04-09 19:48:47";3295;1;1;49.99;19.49
100;"2012-04-09 20:28:57";3299;1;1;49.99;19.49
101;"2012-04-09 22:56:37";3318;1;1;49.99;19.49
102;"2012-04-09 23:25:30";3322;1;1;49.99;19.49
103;"2012-04-10 14:21:17";3421;1;1;49.99;19.49
104;"2012-04-10 16:40:18";3446;1;1;49.99;19.49
105;"2012-04-10 22:27:09";3496;1;1;49.99;19.49
106;"2012-04-11 14:13:17";3604;1;1;49.99;19.49
107;"2012-04-11 15:22:47";3618;1;1;49.99;19.49
108;"2012-04-11 16:38:56";3642;1;1;49.99;19.49
109;"2012-04-11 20:19:28";3683;1;1;49.99;19.49
110;"2012-04-11 21:59:27";3689;1;1;49.99;19.49
111;"2012-04-12 10:03:06";3746;1;1;49.99;19.49
112;"2012-04-12 10:51:25";3765;1;1;49.99;19.49
113;"2012-04-12 13:30:14";3789;1;1;49.99;19.49
114;"2012-04-12 15:50:47";3807;1;1;49.99;19.49
115;"2012-04-13 02:13:16";3873;1;1;49.99;19.49
116;"2012-04-13 14:53:49";3947;1;1;49.99;19.49
117;"2012-04-14 23:26:48";4100;1;1;49.99;19.49
118;"2012-04-15 09:00:37";4119;1;1;49.99;19.49
119;"2012-04-15 13:20:39";4130;1;1;49.99;19.49
120;"2012-04-15 15:10:58";4136;1;1;49.99;19.49
121;"2012-04-15 16:36:31";4140;1;1;49.99;19.49
122;"2012-04-16 13:22:52";4224;1;1;49.99;19.49
123;"2012-04-16 14:54:24";4232;1;1;49.99;19.49
124;"2012-04-16 15:03:23";4235;1;1;49.99;19.49
125;"2012-04-16 17:59:57";4249;1;1;49.99;19.49
126;"2012-04-16 19:33:33";4258;1;1;49.99;19.49
127;"2012-04-17 19:20:42";4372;1;1;49.99;19.49
128;"2012-04-18 10:28:38";4420;1;1;49.99;19.49
129;"2012-04-18 12:10:33";4437;1;1;49.99;19.49
130;"2012-04-18 18:51:07";4490;1;1;49.99;19.49
131;"2012-04-18 19:59:44";4501;1;1;49.99;19.49
132;"2012-04-19 07:42:08";4531;1;1;49.99;19.49
133;"2012-04-19 13:21:03";4559;1;1;49.99;19.49
134;"2012-04-19 14:19:40";4566;1;1;49.99;19.49
135;"2012-04-19 14:20:15";4567;1;1;49.99;19.49
136;"2012-04-19 19:02:48";4605;1;1;49.99;19.49
137;"2012-04-19 21:50:45";4620;1;1;49.99;19.49
138;"2012-04-20 14:02:15";4685;1;1;49.99;19.49
139;"2012-04-21 17:39:59";4770;1;1;49.99;19.49
140;"2012-04-22 11:01:02";4801;1;1;49.99;19.49
141;"2012-04-22 16:58:22";4815;1;1;49.99;19.49
142;"2012-04-22 21:22:31";4828;1;1;49.99;19.49
143;"2012-04-23 11:07:52";4878;1;1;49.99;19.49
144;"2012-04-23 11:27:53";4881;1;1;49.99;19.49
145;"2012-04-23 12:31:17";4889;1;1;49.99;19.49
146;"2012-04-23 17:12:15";4923;1;1;49.99;19.49
147;"2012-04-23 20:59:07";4943;1;1;49.99;19.49
148;"2012-04-23 22:39:58";4951;1;1;49.99;19.49
149;"2012-04-23 22:57:17";4952;1;1;49.99;19.49
150;"2012-04-24 19:22:17";5054;1;1;49.99;19.49
151;"2012-04-24 23:13:26";5065;1;1;49.99;19.49
152;"2012-04-25 21:05:32";5151;1;1;49.99;19.49
153;"2012-04-26 15:35:59";5252;1;1;49.99;19.49
154;"2012-04-26 17:43:19";5270;1;1;49.99;19.49
155;"2012-04-26 22:22:55";5292;1;1;49.99;19.49
156;"2012-04-27 01:22:32";5297;1;1;49.99;19.49
157;"2012-04-27 19:42:18";5386;1;1;49.99;19.49
158;"2012-04-29 16:58:56";5458;1;1;49.99;19.49
159;"2012-04-30 12:14:59";5538;1;1;49.99;19.49
160;"2012-05-01 03:50:09";5619;1;1;49.99;19.49
161;"2012-05-01 10:34:08";5650;1;1;49.99;19.49
162;"2012-05-01 11:20:19";5654;1;1;49.99;19.49
163;"2012-05-01 12:10:41";5663;1;1;49.99;19.49
164;"2012-05-01 16:25:31";5705;1;1;49.99;19.49
165;"2012-05-02 11:50:21";5820;1;1;49.99;19.49
166;"2012-05-02 12:56:44";5830;1;1;49.99;19.49
167;"2012-05-02 17:15:10";5870;1;1;49.99;19.49
168;"2012-05-02 17:24:00";5873;1;1;49.99;19.49
169;"2012-05-03 09:03:53";5925;1;1;49.99;19.49
170;"2012-05-03 09:40:22";5927;1;1;49.99;19.49
171;"2012-05-03 15:19:38";5976;1;1;49.99;19.49
172;"2012-05-03 16:24:32";5987;1;1;49.99;19.49
173;"2012-05-03 23:52:58";6017;1;1;49.99;19.49
174;"2012-05-04 05:22:36";6036;1;1;49.99;19.49
175;"2012-05-04 10:24:35";6056;1;1;49.99;19.49
176;"2012-05-04 16:56:05";6123;1;1;49.99;19.49
177;"2012-05-08 15:59:05";6481;1;1;49.99;19.49
178;"2012-05-08 16:18:21";6487;1;1;49.99;19.49
179;"2012-05-09 01:00:09";6536;1;1;49.99;19.49
180;"2012-05-09 01:40:07";6539;1;1;49.99;19.49
181;"2012-05-09 09:04:41";6562;1;1;49.99;19.49
182;"2012-05-09 10:16:50";6571;1;1;49.99;19.49
183;"2012-05-09 13:36:25";6603;1;1;49.99;19.49
184;"2012-05-09 14:59:36";6614;1;1;49.99;19.49
185;"2012-05-09 17:01:21";6629;1;1;49.99;19.49
186;"2012-05-09 17:41:14";6637;1;1;49.99;19.49
187;"2012-05-10 09:54:16";6692;1;1;49.99;19.49
188;"2012-05-10 18:45:17";6765;1;1;49.99;19.49
189;"2012-05-10 21:29:58";6781;1;1;49.99;19.49
190;"2012-05-11 11:10:14";6836;1;1;49.99;19.49
191;"2012-05-11 15:06:01";6889;1;1;49.99;19.49
192;"2012-05-11 21:20:08";6927;1;1;49.99;19.49
193;"2012-05-12 20:44:15";6993;1;1;49.99;19.49
194;"2012-05-13 08:21:23";7018;1;1;49.99;19.49
195;"2012-05-13 15:56:25";7035;1;1;49.99;19.49
196;"2012-05-13 17:04:33";7042;1;1;49.99;19.49
197;"2012-05-14 18:33:40";7140;1;1;49.99;19.49
198;"2012-05-14 18:51:18";7144;1;1;49.99;19.49
199;"2012-05-15 03:20:44";7175;1;1;49.99;19.49
200;"2012-05-15 05:20:02";7178;1;1;49.99;19.49
201;"2012-05-15 05:28:05";7179;1;1;49.99;19.49
202;"2012-05-15 08:13:34";7188;1;1;49.99;19.49
203;"2012-05-15 08:56:05";7191;1;1;49.99;19.49
204;"2012-05-15 15:06:45";7240;1;1;49.99;19.49
205;"2012-05-15 15:29:52";7245;1;1;49.99;19.49
206;"2012-05-15 17:26:16";7263;1;1;49.99;19.49
207;"2012-05-16 05:07:43";7311;1;1;49.99;19.49
208;"2012-05-16 05:33:50";7312;1;1;49.99;19.49
209;"2012-05-17 00:34:13";7421;1;1;49.99;19.49
210;"2012-05-17 16:23:20";7507;1;1;49.99;19.49
211;"2012-05-17 19:33:38";7528;1;1;49.99;19.49
212;"2012-05-18 10:29:28";7577;1;1;49.99;19.49
213;"2012-05-18 11:38:07";7590;1;1;49.99;19.49
214;"2012-05-18 13:43:00";7597;1;1;49.99;19.49
215;"2012-05-18 14:24:34";7604;1;1;49.99;19.49
216;"2012-05-19 03:45:52";7663;1;1;49.99;19.49
217;"2012-05-20 00:54:14";7710;1;1;49.99;19.49
218;"2012-05-20 09:53:49";7734;1;1;49.99;19.49
219;"2012-05-20 22:54:22";7787;1;1;49.99;19.49
220;"2012-05-20 23:15:35";7792;1;1;49.99;19.49
221;"2012-05-20 23:36:57";7795;1;1;49.99;19.49
222;"2012-05-21 05:26:35";7820;1;1;49.99;19.49
223;"2012-05-21 11:52:18";7864;1;1;49.99;19.49
224;"2012-05-21 16:48:12";7906;1;1;49.99;19.49
225;"2012-05-21 22:15:20";7947;1;1;49.99;19.49
226;"2012-05-22 05:15:47";7973;1;1;49.99;19.49
227;"2012-05-22 06:15:19";7978;1;1;49.99;19.49
228;"2012-05-22 11:40:48";8001;1;1;49.99;19.49
229;"2012-05-22 13:00:49";8011;1;1;49.99;19.49
230;"2012-05-22 16:53:01";8060;1;1;49.99;19.49
231;"2012-05-23 03:29:12";8130;1;1;49.99;19.49
232;"2012-05-23 22:13:43";8265;1;1;49.99;19.49
233;"2012-05-23 23:24:06";8272;1;1;49.99;19.49
234;"2012-05-24 19:34:52";8435;1;1;49.99;19.49
235;"2012-05-24 20:47:20";8447;1;1;49.99;19.49
236;"2012-05-25 04:56:43";8479;1;1;49.99;19.49
237;"2012-05-25 05:03:31";8480;1;1;49.99;19.49
238;"2012-05-25 11:32:25";8519;1;1;49.99;19.49
239;"2012-05-25 14:34:54";8543;1;1;49.99;19.49
240;"2012-05-25 14:47:19";8546;1;1;49.99;19.49
241;"2012-05-25 16:22:45";8569;1;1;49.99;19.49
242;"2012-05-26 13:48:44";8642;1;1;49.99;19.49
243;"2012-05-26 14:12:31";8643;1;1;49.99;19.49
244;"2012-05-26 17:15:58";8656;1;1;49.99;19.49
245;"2012-05-27 09:35:20";8694;1;1;49.99;19.49
246;"2012-05-27 23:20:09";8738;1;1;49.99;19.49
247;"2012-05-28 01:00:08";8748;1;1;49.99;19.49
248;"2012-05-28 06:32:53";8766;1;1;49.99;19.49
249;"2012-05-28 15:16:53";8810;1;1;49.99;19.49
250;"2012-05-29 06:08:15";8874;1;1;49.99;19.49
251;"2012-05-29 10:25:35";8903;1;1;49.99;19.49
252;"2012-05-29 10:28:05";8905;1;1;49.99;19.49
253;"2012-05-29 11:52:28";8921;1;1;49.99;19.49
254;"2012-05-29 15:26:24";8953;1;1;49.99;19.49
255;"2012-05-29 16:36:43";8963;1;1;49.99;19.49
256;"2012-05-29 17:05:01";8971;1;1;49.99;19.49
257;"2012-05-29 23:52:45";9020;1;1;49.99;19.49
258;"2012-05-30 03:09:09";9032;1;1;49.99;19.49
259;"2012-05-30 07:56:12";9042;1;1;49.99;19.49
260;"2012-05-30 12:03:14";9073;1;1;49.99;19.49
261;"2012-05-30 20:49:37";9166;1;1;49.99;19.49
262;"2012-05-30 23:02:24";9176;1;1;49.99;19.49
263;"2012-05-31 05:33:03";9193;1;1;49.99;19.49
264;"2012-05-31 09:04:38";9216;1;1;49.99;19.49
265;"2012-05-31 11:07:52";9240;1;1;49.99;19.49
266;"2012-05-31 16:48:56";9294;1;1;49.99;19.49
267;"2012-05-31 23:09:54";9342;1;1;49.99;19.49
268;"2012-06-01 06:22:07";9363;1;1;49.99;19.49
269;"2012-06-01 12:48:56";9412;1;1;49.99;19.49
270;"2012-06-01 12:57:29";9413;1;1;49.99;19.49
271;"2012-06-01 14:22:14";9428;1;1;49.99;19.49
272;"2012-06-01 18:27:57";9460;1;1;49.99;19.49
273;"2012-06-01 20:13:43";9467;1;1;49.99;19.49
274;"2012-06-02 13:04:20";9514;1;1;49.99;19.49
275;"2012-06-02 23:36:33";9547;1;1;49.99;19.49
276;"2012-06-03 07:08:32";9562;1;1;49.99;19.49
277;"2012-06-03 10:20:20";9568;1;1;49.99;19.49
278;"2012-06-03 17:07:33";9590;1;1;49.99;19.49
279;"2012-06-03 18:13:27";9592;1;1;49.99;19.49
280;"2012-06-04 01:52:42";9617;1;1;49.99;19.49
281;"2012-06-04 18:54:32";9735;1;1;49.99;19.49
282;"2012-06-05 00:05:08";9765;1;1;49.99;19.49
283;"2012-06-05 00:43:45";9769;1;1;49.99;19.49
284;"2012-06-05 03:25:52";9779;1;1;49.99;19.49
285;"2012-06-05 11:58:32";9819;1;1;49.99;19.49
286;"2012-06-05 14:05:13";9849;1;1;49.99;19.49
287;"2012-06-06 01:28:55";9915;1;1;49.99;19.49
288;"2012-06-06 08:14:09";9932;1;1;49.99;19.49
289;"2012-06-06 09:43:17";9942;1;1;49.99;19.49
290;"2012-06-06 10:54:47";9954;1;1;49.99;19.49
291;"2012-06-06 13:05:33";9989;1;1;49.99;19.49
292;"2012-06-06 16:36:33";10020;1;1;49.99;19.49
293;"2012-06-06 17:40:07";10033;1;1;49.99;19.49
294;"2012-06-06 18:13:18";10041;1;1;49.99;19.49
295;"2012-06-07 06:41:57";10105;1;1;49.99;19.49
296;"2012-06-07 09:31:47";10122;1;1;49.99;19.49
297;"2012-06-07 11:52:01";10151;1;1;49.99;19.49
298;"2012-06-07 12:51:42";10167;1;1;49.99;19.49
299;"2012-06-07 13:34:27";10177;1;1;49.99;19.49
300;"2012-06-07 20:46:55";10244;1;1;49.99;19.49
301;"2012-06-08 00:03:33";10265;1;1;49.99;19.49
302;"2012-06-08 01:47:40";10269;1;1;49.99;19.49
303;"2012-06-08 06:25:01";10277;1;1;49.99;19.49
304;"2012-06-08 09:11:42";10291;1;1;49.99;19.49
305;"2012-06-08 10:07:24";10300;1;1;49.99;19.49
306;"2012-06-08 13:58:12";10335;1;1;49.99;19.49
307;"2012-06-09 03:07:43";10411;1;1;49.99;19.49
308;"2012-06-09 14:35:34";10442;1;1;49.99;19.49
309;"2012-06-09 23:54:32";10468;1;1;49.99;19.49
310;"2012-06-10 18:55:21";10517;1;1;49.99;19.49
311;"2012-06-10 19:48:05";10518;1;1;49.99;19.49
312;"2012-06-10 21:39:55";10526;1;1;49.99;19.49
313;"2012-06-11 09:36:20";10575;1;1;49.99;19.49
314;"2012-06-11 10:54:00";10591;1;1;49.99;19.49
315;"2012-06-11 11:01:26";10600;1;1;49.99;19.49
316;"2012-06-11 11:47:49";10605;1;1;49.99;19.49
317;"2012-06-11 18:56:38";10674;1;1;49.99;19.49
318;"2012-06-12 02:14:58";10719;1;1;49.99;19.49
319;"2012-06-12 04:20:51";10721;1;1;49.99;19.49
320;"2012-06-12 11:24:59";10752;1;1;49.99;19.49
321;"2012-06-12 14:26:12";10787;1;1;49.99;19.49
322;"2012-06-12 19:17:57";10837;1;1;49.99;19.49
323;"2012-06-13 06:04:27";10886;1;1;49.99;19.49
324;"2012-06-13 10:37:39";10918;1;1;49.99;19.49
325;"2012-06-13 10:58:10";10922;1;1;49.99;19.49
326;"2012-06-13 11:16:36";10927;1;1;49.99;19.49
327;"2012-06-13 11:20:33";10926;1;1;49.99;19.49
328;"2012-06-13 11:50:45";10937;1;1;49.99;19.49
329;"2012-06-13 12:29:01";10946;1;1;49.99;19.49
330;"2012-06-13 14:02:27";10971;1;1;49.99;19.49
331;"2012-06-13 15:21:05";10985;1;1;49.99;19.49
332;"2012-06-13 17:09:12";11007;1;1;49.99;19.49
333;"2012-06-14 14:26:25";11154;1;1;49.99;19.49
334;"2012-06-15 13:58:14";11322;1;1;49.99;19.49
335;"2012-06-15 23:13:12";11386;1;1;49.99;19.49
336;"2012-06-16 00:01:59";11389;1;1;49.99;19.49
337;"2012-06-16 03:33:59";11397;1;1;49.99;19.49
338;"2012-06-16 12:01:25";11418;1;1;49.99;19.49
339;"2012-06-17 15:38:35";11502;1;1;49.99;19.49
340;"2012-06-17 19:48:58";11520;1;1;49.99;19.49
341;"2012-06-17 22:07:17";11530;1;1;49.99;19.49
342;"2012-06-17 22:28:00";11531;1;1;49.99;19.49
343;"2012-06-18 00:56:42";11543;1;1;49.99;19.49
344;"2012-06-18 13:34:15";11616;1;1;49.99;19.49
345;"2012-06-18 14:05:16";11618;1;1;49.99;19.49
346;"2012-06-18 15:11:43";11629;1;1;49.99;19.49
347;"2012-06-18 18:59:55";11657;1;1;49.99;19.49
348;"2012-06-18 21:48:03";11670;1;1;49.99;19.49
349;"2012-06-18 22:57:16";11677;1;1;49.99;19.49
350;"2012-06-19 11:32:52";11729;1;1;49.99;19.49
351;"2012-06-19 12:18:16";11739;1;1;49.99;19.49
352;"2012-06-19 13:30:33";11756;1;1;49.99;19.49
353;"2012-06-19 13:52:26";11762;1;1;49.99;19.49
354;"2012-06-19 16:48:25";11801;1;1;49.99;19.49
355;"2012-06-19 20:11:05";11835;1;1;49.99;19.49
356;"2012-06-20 11:33:35";11917;1;1;49.99;19.49
357;"2012-06-20 13:50:01";11946;1;1;49.99;19.49
358;"2012-06-20 14:47:06";11957;1;1;49.99;19.49
359;"2012-06-20 16:00:38";11971;1;1;49.99;19.49
360;"2012-06-20 17:08:38";11985;1;1;49.99;19.49
361;"2012-06-20 22:54:44";12028;1;1;49.99;19.49
362;"2012-06-21 04:58:24";12047;1;1;49.99;19.49
363;"2012-06-21 08:15:41";12065;1;1;49.99;19.49
364;"2012-06-21 11:10:30";12086;1;1;49.99;19.49
365;"2012-06-21 16:25:33";12141;1;1;49.99;19.49
366;"2012-06-21 19:59:44";12168;1;1;49.99;19.49
367;"2012-06-22 08:41:18";12216;1;1;49.99;19.49
368;"2012-06-22 11:36:44";12243;1;1;49.99;19.49
369;"2012-06-22 14:33:43";12284;1;1;49.99;19.49
370;"2012-06-22 18:49:05";12321;1;1;49.99;19.49
371;"2012-06-22 19:33:16";12329;1;1;49.99;19.49
372;"2012-06-23 12:06:08";12388;1;1;49.99;19.49
373;"2012-06-23 13:40:12";12394;1;1;49.99;19.49
374;"2012-06-23 16:36:18";12408;1;1;49.99;19.49
375;"2012-06-23 22:43:23";12424;1;1;49.99;19.49
376;"2012-06-24 22:23:27";12478;1;1;49.99;19.49
377;"2012-06-24 22:31:20";12479;1;1;49.99;19.49
378;"2012-06-25 07:54:20";12509;1;1;49.99;19.49
379;"2012-06-25 15:26:00";12568;1;1;49.99;19.49
380;"2012-06-25 16:15:11";12579;1;1;49.99;19.49
381;"2012-06-25 19:33:29";12604;1;1;49.99;19.49
382;"2012-06-25 19:54:22";12605;1;1;49.99;19.49
383;"2012-06-26 11:55:47";12672;1;1;49.99;19.49
384;"2012-06-26 15:30:33";12699;1;1;49.99;19.49
385;"2012-06-26 16:06:17";12708;1;1;49.99;19.49
386;"2012-06-26 18:57:33";12738;1;1;49.99;19.49
387;"2012-06-26 21:13:49";12760;1;1;49.99;19.49
388;"2012-06-27 08:32:24";12807;1;1;49.99;19.49
389;"2012-06-27 08:47:31";12809;1;1;49.99;19.49
390;"2012-06-27 11:00:53";12831;1;1;49.99;19.49
391;"2012-06-27 11:54:28";12837;1;1;49.99;19.49
392;"2012-06-27 17:25:39";12912;1;1;49.99;19.49
393;"2012-06-27 19:31:05";12927;1;1;49.99;19.49
394;"2012-06-28 10:23:55";12988;1;1;49.99;19.49
395;"2012-06-28 13:40:38";13016;1;1;49.99;19.49
396;"2012-06-28 16:39:38";13046;1;1;49.99;19.49
397;"2012-06-28 19:34:15";13073;1;1;49.99;19.49
398;"2012-06-28 20:48:11";13081;1;1;49.99;19.49
399;"2012-06-28 20:56:06";13083;1;1;49.99;19.49
400;"2012-06-28 22:09:09";13089;1;1;49.99;19.49
401;"2012-06-28 22:24:39";13093;1;1;49.99;19.49
402;"2012-06-28 22:31:35";13094;1;1;49.99;19.49
403;"2012-06-29 16:09:23";13194;1;1;49.99;19.49
404;"2012-06-29 18:43:37";13221;1;1;49.99;19.49
405;"2012-06-30 15:17:20";13285;1;1;49.99;19.49
406;"2012-06-30 15:36:55";13287;1;1;49.99;19.49
407;"2012-06-30 19:50:24";13297;1;1;49.99;19.49
408;"2012-07-01 04:39:15";13319;1;1;49.99;19.49
409;"2012-07-02 13:24:53";13460;1;1;49.99;19.49
410;"2012-07-02 16:45:36";13494;1;1;49.99;19.49
411;"2012-07-02 17:54:02";13510;1;1;49.99;19.49
412;"2012-07-03 08:18:59";13571;1;1;49.99;19.49
413;"2012-07-03 10:42:14";13591;1;1;49.99;19.49
414;"2012-07-03 16:47:31";13663;1;1;49.99;19.49
415;"2012-07-03 19:10:49";13694;1;1;49.99;19.49
416;"2012-07-04 05:03:48";13726;1;1;49.99;19.49
417;"2012-07-04 10:01:15";13745;1;1;49.99;19.49
418;"2012-07-04 10:47:55";13752;1;1;49.99;19.49
419;"2012-07-04 11:06:26";13754;1;1;49.99;19.49
420;"2012-07-04 14:43:10";13782;1;1;49.99;19.49
421;"2012-07-04 18:29:11";13812;1;1;49.99;19.49
422;"2012-07-05 00:47:21";13843;1;1;49.99;19.49
423;"2012-07-05 04:47:21";13857;1;1;49.99;19.49
424;"2012-07-05 09:59:09";13880;1;1;49.99;19.49
425;"2012-07-05 11:14:31";13891;1;1;49.99;19.49
426;"2012-07-05 16:37:59";13949;1;1;49.99;19.49
427;"2012-07-05 19:49:47";13975;1;1;49.99;19.49
428;"2012-07-05 20:41:36";13981;1;1;49.99;19.49
429;"2012-07-06 11:27:19";14062;1;1;49.99;19.49
430;"2012-07-06 14:55:59";14098;1;1;49.99;19.49
431;"2012-07-06 18:26:30";14124;1;1;49.99;19.49
432;"2012-07-06 19:31:49";14129;1;1;49.99;19.49
433;"2012-07-06 23:22:36";14147;1;1;49.99;19.49
434;"2012-07-07 03:59:22";14157;1;1;49.99;19.49
435;"2012-07-07 11:23:00";14170;1;1;49.99;19.49
436;"2012-07-07 15:54:15";14186;1;1;49.99;19.49
437;"2012-07-07 17:04:54";14195;1;1;49.99;19.49
438;"2012-07-08 01:02:03";14205;1;1;49.99;19.49
439;"2012-07-08 09:24:08";14219;1;1;49.99;19.49
440;"2012-07-09 01:52:21";14289;1;1;49.99;19.49
441;"2012-07-09 09:42:21";14307;1;1;49.99;19.49
442;"2012-07-09 13:16:10";14346;1;1;49.99;19.49
443;"2012-07-09 13:45:45";14357;1;1;49.99;19.49
444;"2012-07-09 13:49:41";14354;1;1;49.99;19.49
445;"2012-07-09 15:11:16";14377;1;1;49.99;19.49
446;"2012-07-09 16:22:11";14383;1;1;49.99;19.49
447;"2012-07-10 10:05:45";14460;1;1;49.99;19.49
448;"2012-07-10 10:29:22";14462;1;1;49.99;19.49
449;"2012-07-10 11:39:32";14476;1;1;49.99;19.49
