"order_item_id";"created_at";"order_id";"price_usd";"cogs_usd";"website_session_id";"product_id";"is_primary_item"
92;"2012-04-08 20:50:48";92;49.99;19.49;3137;1;1
93;"2012-04-08 21:10:18";93;49.99;19.49;3139;1;1
94;"2012-04-08 22:33:08";94;49.99;19.49;3147;1;1
95;"2012-04-09 09:49:50";95;49.99;19.49;3189;1;1
96;"2012-04-09 09:50:14";96;49.99;19.49;3188;1;1
97;"2012-04-09 11:25:30";97;49.99;19.49;3208;1;1
98;"2012-04-09 15:01:23";98;49.99;19.49;3247;1;1
99;"2012-04-09 19:48:47";99;49.99;19.49;3295;1;1
100;"2012-04-09 20:28:57";100;49.99;19.49;3299;1;1
101;"2012-04-09 22:56:37";101;49.99;19.49;3318;1;1
102;"2012-04-09 23:25:30";102;49.99;19.49;3322;1;1
103;"2012-04-10 14:21:17";103;49.99;19.49;3421;1;1
104;"2012-04-10 16:40:18";104;49.99;19.49;3446;1;1
105;"2012-04-10 22:27:09";105;49.99;19.49;3496;1;1
106;"2012-04-11 14:13:17";106;49.99;19.49;3604;1;1
107;"2012-04-11 15:22:47";107;49.99;19.49;3618;1;1
108;"2012-04-11 16:38:56";108;49.99;19.49;3642;1;1
109;"2012-04-11 20:19:28";109;49.99;19.49;3683;1;1
110;"2012-04-11 21:59:27";110;49.99;19.49;3689;1;1
111;"2012-04-12 10:03:06";111;49.99;19.49;3746;1;1
112;"2012-04-12 10:51:25";112;49.99;19.49;3765;1;1
113;"2012-04-12 13:30:14";113;49.99;19.49;3789;1;1
114;"2012-04-12 15:50:47";114;49.99;19.49;3807;1;1
115;"2012-04-13 02:13:16";115;49.99;19.49;3873;1;1
116;"2012-04-13 14:53:49";116;49.99;19.49;3947;1;1
117;"2012-04-14 23:26:48";117;49.99;19.49;4100;1;1
118;"2012-04-15 09:00:37";118;49.99;19.49;4119;1;1
119;"2012-04-15 13:20:39";119;49.99;19.49;4130;1;1
120;"2012-04-15 15:10:58";120;49.99;19.49;4136;1;1
121;"2012-04-15 16:36:31";121;49.99;19.49;4140;1;1
122;"2012-04-16 13:22:52";122;49.99;19.49;4224;1;1
123;"2012-04-16 14:54:24";123;49.99;19.49;4232;1;1
124;"2012-04-16 15:03:23";124;49.99;19.49;4235;1;1
125;"2012-04-16 17:59:57";125;49.99;19.49;4249;1;1
126;"2012-04-16 19:33:33";126;49.99;19.49;4258;1;1
127;"2012-04-17 19:20:42";127;49.99;19.49;4372;1;1
128;"2012-04-18 10:28:38";128;49.99;19.49;4420;1;1
129;"2012-04-18 12:10:33";129;49.99;19.49;4437;1;1
130;"2012-04-18 18:51:07";130;49.99;19.49;4490;1;1
131;"2012-04-18 19:59:44";131;49.99;19.49;4501;1;1
132;"2012-04-19 07:42:08";132;49.99;19.49;4531;1;1
133;"2012-04-19 13:21:03";133;49.99;19.49;4559;1;1
134;"2012-04-19 14:19:40";134;49.99;19.49;4566;1;1
135;"2012-04-19 14:20:15";135;49.99;19.49;4567;1;1
136;"2012-04-19 19:02:48";136;49.99;19.49;4605;1;1
137;"2012-04-19 21:50:45";137;49.99;19.49;4620;1;1
138;"2012-04-20 14:02:15";138;49.99;19.49;4685;1;1
139;"2012-04-21 17:39:59";139;49.99;19.49;4770;1;1
140;"2012-04-22 11:01:02";140;49.99;19.49;4801;1;1
141;"2012-04-22 16:58:22";141;49.99;19.49;4815;1;1
142;"2012-04-22 21:22:31";142;49.99;19.49;4828;1;1
143;"2012-04-23 11:07:52";143;49.99;19.49;4878;1;1
144;"2012-04-23 11:27:53";144;49.99;19.49;4881;1;1
145;"2012-04-23 12:31:17";145;49.99;19.49;4889;1;1
146;"2012-04-23 17:12:15";146;49.99;19.49;4923;1;1
147;"2012-04-23 20:59:07";147;49.99;19.49;4943;1;1
148;"2012-04-23 22:39:58";148;49.99;19.49;4951;1;1
149;"2012-04-23 22:57:17";149;49.99;19.49;4952;1;1
150;"2012-04-24 19:22:17";150;49.99;19.49;5054;1;1
151;"2012-04-24 23:13:26";151;49.99;19.49;5065;1;1
152;"2012-04-25 21:05:32";152;49.99;19.49;5151;1;1
153;"2012-04-26 15:35:59";153;49.99;19.49;5252;1;1
154;"2012-04-26 17:43:19";154;49.99;19.49;5270;1;1
155;"2012-04-26 22:22:55";155;49.99;19.49;5292;1;1
156;"2012-04-27 01:22:32";156;49.99;19.49;5297;1;1
157;"2012-04-27 19:42:18";157;49.99;19.49;5386;1;1
158;"2012-04-29 16:58:56";158;49.99;19.49;5458;1;1
159;"2012-04-30 12:14:59";159;49.99;19.49;5538;1;1
160;"2012-05-01 03:50:09";160;49.99;19.49;5619;1;1
161;"2012-05-01 10:34:08";161;49.99;19.49;5650;1;1
162;"2012-05-01 11:20:19";162;49.99;19.49;5654;1;1
163;"2012-05-01 12:10:41";163;49.99;19.49;5663;1;1
164;"2012-05-01 16:25:31";164;49.99;19.49;5705;1;1
165;"2012-05-02 11:50:21";165;49.99;19.49;5820;1;1
166;"2012-05-02 12:56:44";166;49.99;19.49;5830;1;1
167;"2012-05-02 17:15:10";167;49.99;19.49;5870;1;1
168;"2012-05-02 17:24:00";168;49.99;19.49;5873;1;1
169;"2012-05-03 09:03:53";169;49.99;19.49;5925;1;1
170;"2012-05-03 09:40:22";170;49.99;19.49;5927;1;1
171;"2012-05-03 15:19:38";171;49.99;19.49;5976;1;1
172;"2012-05-03 16:24:32";172;49.99;19.49;5987;1;1
173;"2012-05-03 23:52:58";173;49.99;19.49;6017;1;1
174;"2012-05-04 05:22:36";174;49.99;19.49;6036;1;1
175;"2012-05-04 10:24:35";175;49.99;19.49;6056;1;1
176;"2012-05-04 16:56:05";176;49.99;19.49;6123;1;1
177;"2012-05-08 15:59:05";177;49.99;19.49;6481;1;1
178;"2012-05-08 16:18:21";178;49.99;19.49;6487;1;1
179;"2012-05-09 01:00:09";179;49.99;19.49;6536;1;1
180;"2012-05-09 01:40:07";180;49.99;19.49;6539;1;1
181;"2012-05-09 09:04:41";181;49.99;19.49;6562;1;1
182;"2012-05-09 10:16:50";182;49.99;19.49;6571;1;1
183;"2012-05-09 13:36:25";183;49.99;19.49;6603;1;1
184;"2012-05-09 14:59:36";184;49.99;19.49;6614;1;1
185;"2012-05-09 17:01:21";185;49.99;19.49;6629;1;1
186;"2012-05-09 17:41:14";186;49.99;19.49;6637;1;1
187;"2012-05-10 09:54:16";187;49.99;19.49;6692;1;1
188;"2012-05-10 18:45:17";188;49.99;19.49;6765;1;1
189;"2012-05-10 21:29:58";189;49.99;19.49;6781;1;1
190;"2012-05-11 11:10:14";190;49.99;19.49;6836;1;1
191;"2012-05-11 15:06:01";191;49.99;19.49;6889;1;1
192;"2012-05-11 21:20:08";192;49.99;19.49;6927;1;1
193;"2012-05-12 20:44:15";193;49.99;19.49;6993;1;1
194;"2012-05-13 08:21:23";194;49.99;19.49;7018;1;1
195;"2012-05-13 15:56:25";195;49.99;19.49;7035;1;1
196;"2012-05-13 17:04:33";196;49.99;19.49;7042;1;1
197;"2012-05-14 18:33:40";197;49.99;19.49;7140;1;1
198;"2012-05-14 18:51:18";198;49.99;19.49;7144;1;1
199;"2012-05-15 03:20:44";199;49.99;19.49;7175;1;1
200;"2012-05-15 05:20:02";200;49.99;19.49;7178;1;1
201;"2012-05-15 05:28:05";201;49.99;19.49;7179;1;1
202;"2012-05-15 08:13:34";202;49.99;19.49;7188;1;1
203;"2012-05-15 08:56:05";203;49.99;19.49;7191;1;1
204;"2012-05-15 15:06:45";204;49.99;19.49;7240;1;1
205;"2012-05-15 15:29:52";205;49.99;19.49;7245;1;1
206;"2012-05-15 17:26:16";206;49.99;19.49;7263;1;1
207;"2012-05-16 05:07:43";207;49.99;19.49;7311;1;1
208;"2012-05-16 05:33:50";208;49.99;19.49;7312;1;1
209;"2012-05-17 00:34:13";209;49.99;19.49;7421;1;1
210;"2012-05-17 16:23:20";210;49.99;19.49;7507;1;1
211;"2012-05-17 19:33:38";211;49.99;19.49;7528;1;1
212;"2012-05-18 10:29:28";212;49.99;19.49;7577;1;1
213;"2012-05-18 11:38:07";213;49.99;19.49;7590;1;1
214;"2012-05-18 13:43:00";214;49.99;19.49;7597;1;1
215;"2012-05-18 14:24:34";215;49.99;19.49;7604;1;1
216;"2012-05-19 03:45:52";216;49.99;19.49;7663;1;1
217;"2012-05-20 00:54:14";217;49.99;19.49;7710;1;1
218;"2012-05-20 09:53:49";218;49.99;19.49;7734;1;1
219;"2012-05-20 22:54:22";219;49.99;19.49;7787;1;1
220;"2012-05-20 23:15:35";220;49.99;19.49;7792;1;1
221;"2012-05-20 23:36:57";221;49.99;19.49;7795;1;1
222;"2012-05-21 05:26:35";222;49.99;19.49;7820;1;1
223;"2012-05-21 11:52:18";223;49.99;19.49;7864;1;1
224;"2012-05-21 16:48:12";224;49.99;19.49;7906;1;1
225;"2012-05-21 22:15:20";225;49.99;19.49;7947;1;1
226;"2012-05-22 05:15:47";226;49.99;19.49;7973;1;1
227;"2012-05-22 06:15:19";227;49.99;19.49;7978;1;1
228;"2012-05-22 11:40:48";228;49.99;19.49;8001;1;1
229;"2012-05-22 13:00:49";229;49.99;19.49;8011;1;1
230;"2012-05-22 16:53:01";230;49.99;19.49;8060;1;1
231;"2012-05-23 03:29:12";231;49.99;19.49;8130;1;1
232;"2012-05-23 22:13:43";232;49.99;19.49;8265;1;1
233;"2012-05-23 23:24:06";233;49.99;19.49;8272;1;1
234;"2012-05-24 19:34:52";234;49.99;19.49;8435;1;1
235;"2012-05-24 20:47:20";235;49.99;19.49;8447;1;1
236;"2012-05-25 04:56:43";236;49.99;19.49;8479;1;1
237;"2012-05-25 05:03:31";237;49.99;19.49;8480;1;1
238;"2012-05-25 11:32:25";238;49.99;19.49;8519;1;1
239;"2012-05-25 14:34:54";239;49.99;19.49;8543;1;1
240;"2012-05-25 14:47:19";240;49.99;19.49;8546;1;1
241;"2012-05-25 16:22:45";241;49.99;19.49;8569;1;1
242;"2012-05-26 13:48:44";242;49.99;19.49;8642;1;1
243;"2012-05-26 14:12:31";243;49.99;19.49;8643;1;1
244;"2012-05-26 17:15:58";244;49.99;19.49;8656;1;1
245;"2012-05-27 09:35:20";245;49.99;19.49;8694;1;1
246;"2012-05-27 23:20:09";246;49.99;19.49;8738;1;1
247;"2012-05-28 01:00:08";247;49.99;19.49;8748;1;1
248;"2012-05-28 06:32:53";248;49.99;19.49;8766;1;1
249;"2012-05-28 15:16:53";249;49.99;19.49;8810;1;1
250;"2012-05-29 06:08:15";250;49.99;19.49;8874;1;1
251;"2012-05-29 10:25:35";251;49.99;19.49;8903;1;1
252;"2012-05-29 10:28:05";252;49.99;19.49;8905;1;1
253;"2012-05-29 11:52:28";253;49.99;19.49;8921;1;1
254;"2012-05-29 15:26:24";254;49.99;19.49;8953;1;1
255;"2012-05-29 16:36:43";255;49.99;19.49;8963;1;1
256;"2012-05-29 17:05:01";256;49.99;19.49;8971;1;1
257;"2012-05-29 23:52:45";257;49.99;19.49;9020;1;1
258;"2012-05-30 03:09:09";258;49.99;19.49;9032;1;1
259;"2012-05-30 07:56:12";259;49.99;19.49;9042;1;1
260;"2012-05-30 12:03:14";260;49.99;19.49;9073;1;1
261;"2012-05-30 20:49:37";261;49.99;19.49;9166;1;1
262;"2012-05-30 23:02:24";262;49.99;19.49;9176;1;1
263;"2012-05-31 05:33:03";263;49.99;19.49;9193;1;1
264;"2012-05-31 09:04:38";264;49.99;19.49;9216;1;1
265;"2012-05-31 11:07:52";265;49.99;19.49;9240;1;1
266;"2012-05-31 16:48:56";266;49.99;19.49;9294;1;1
267;"2012-05-31 23:09:54";267;49.99;19.49;9342;1;1
268;"2012-06-01 06:22:07";268;49.99;19.49;9363;1;1
269;"2012-06-01 12:48:56";269;49.99;19.49;9412;1;1
270;"2012-06-01 12:57:29";270;49.99;19.49;9413;1;1
271;"2012-06-01 14:22:14";271;49.99;19.49;9428;1;1
272;"2012-06-01 18:27:57";272;49.99;19.49;9460;1;1
273;"2012-06-01 20:13:43";273;49.99;19.49;9467;1;1
274;"2012-06-02 13:04:20";274;49.99;19.49;9514;1;1
275;"2012-06-02 23:36:33";275;49.99;19.49;9547;1;1
276;"2012-06-03 07:08:32";276;49.99;19.49;9562;1;1
277;"2012-06-03 10:20:20";277;49.99;19.49;9568;1;1
278;"2012-06-03 17:07:33";278;49.99;19.49;9590;1;1
279;"2012-06-03 18:13:27";279;49.99;19.49;9592;1;1
280;"2012-06-04 01:52:42";280;49.99;19.49;9617;1;1
281;"2012-06-04 18:54:32";281;49.99;19.49;9735;1;1
282;"2012-06-05 00:05:08";282;49.99;19.49;9765;1;1
283;"2012-06-05 00:43:45";283;49.99;19.49;9769;1;1
284;"2012-06-05 03:25:52";284;49.99;19.49;9779;1;1
285;"2012-06-05 11:58:32";285;49.99;19.49;9819;1;1
286;"2012-06-05 14:05:13";286;49.99;19.49;9849;1;1
287;"2012-06-06 01:28:55";287;49.99;19.49;9915;1;1
288;"2012-06-06 08:14:09";288;49.99;19.49;9932;1;1
289;"2012-06-06 09:43:17";289;49.99;19.49;9942;1;1
290;"2012-06-06 10:54:47";290;49.99;19.49;9954;1;1
291;"2012-06-06 13:05:33";291;49.99;19.49;9989;1;1
292;"2012-06-06 16:36:33";292;49.99;19.49;10020;1;1
293;"2012-06-06 17:40:07";293;49.99;19.49;10033;1;1
294;"2012-06-06 18:13:18";294;49.99;19.49;10041;1;1
295;"2012-06-07 06:41:57";295;49.99;19.49;10105;1;1
296;"2012-06-07 09:31:47";296;49.99;19.49;10122;1;1
297;"2012-06-07 11:52:01";297;49.99;19.49;10151;1;1
298;"2012-06-07 12:51:42";298;49.99;19.49;10167;1;1
299;"2012-06-07 13:34:27";299;49.99;19.49;10177;1;1
300;"2012-06-07 20:46:55";300;49.99;19.49;10244;1;1
301;"2012-06-08 00:03:33";301;49.99;19.49;10265;1;1
302;"2012-06-08 01:47:40";302;49.99;19.49;10269;1;1
303;"2012-06-08 06:25:01";303;49.99;19.49;10277;1;1
304;"2012-06-08 09:11:42";304;49.99;19.49;10291;1;1
305;"2012-06-08 10:07:24";305;49.99;19.49;10300;1;1
306;"2012-06-08 13:58:12";306;49.99;19.49;10335;1;1
307;"2012-06-09 03:07:43";307;49.99;19.49;10411;1;1
308;"2012-06-09 14:35:34";308;49.99;19.49;10442;1;1
309;"2012-06-09 23:54:32";309;49.99;19.49;10468;1;1
310;"2012-06-10 18:55:21";310;49.99;19.49;10517;1;1
311;"2012-06-10 19:48:05";311;49.99;19.49;10518;1;1
312;"2012-06-10 21:39:55";312;49.99;19.49;10526;1;1
313;"2012-06-11 09:36:20";313;49.99;19.49;10575;1;1
314;"2012-06-11 10:54:00";314;49.99;19.49;10591;1;1
315;"2012-06-11 11:01:26";315;49.99;19.49;10600;1;1
316;"2012-06-11 11:47:49";316;49.99;19.49;10605;1;1
317;"2012-06-11 18:56:38";317;49.99;19.49;10674;1;1
318;"2012-06-12 02:14:58";318;49.99;19.49;10719;1;1
319;"2012-06-12 04:20:51";319;49.99;19.49;10721;1;1
320;"2012-06-12 11:24:59";320;49.99;19.49;10752;1;1
321;"2012-06-12 14:26:12";321;49.99;19.49;10787;1;1
322;"2012-06-12 19:17:57";322;49.99;19.49;10837;1;1
323;"2012-06-13 06:04:27";323;49.99;19.49;10886;1;1
324;"2012-06-13 10:37:39";324;49.99;19.49;10918;1;1
325;"2012-06-13 10:58:10";325;49.99;19.49;10922;1;1
326;"2012-06-13 11:16:36";326;49.99;19.49;10927;1;1
327;"2012-06-13 11:20:33";327;49.99;19.49;10926;1;1
328;"2012-06-13 11:50:45";328;49.99;19.49;10937;1;1
329;"2012-06-13 12:29:01";329;49.99;19.49;10946;1;1
330;"2012-06-13 14:02:27";330;49.99;19.49;10971;1;1
331;"2012-06-13 15:21:05";331;49.99;19.49;10985;1;1
332;"2012-06-13 17:09:12";332;49.99;19.49;11007;1;1
333;"2012-06-14 14:26:25";333;49.99;19.49;11154;1;1
334;"2012-06-15 13:58:14";334;49.99;19.49;11322;1;1
335;"2012-06-15 23:13:12";335;49.99;19.49;11386;1;1
336;"2012-06-16 00:01:59";336;49.99;19.49;11389;1;1
337;"2012-06-16 03:33:59";337;49.99;19.49;11397;1;1
338;"2012-06-16 12:01:25";338;49.99;19.49;11418;1;1
339;"2012-06-17 15:38:35";339;49.99;19.49;11502;1;1
340;"2012-06-17 19:48:58";340;49.99;19.49;11520;1;1
341;"2012-06-17 22:07:17";341;49.99;19.49;11530;1;1
342;"2012-06-17 22:28:00";342;49.99;19.49;11531;1;1
343;"2012-06-18 00:56:42";343;49.99;19.49;11543;1;1
344;"2012-06-18 13:34:15";344;49.99;19.49;11616;1;1
345;"2012-06-18 14:05:16";345;49.99;19.49;11618;1;1
346;"2012-06-18 15:11:43";346;49.99;19.49;11629;1;1
347;"2012-06-18 18:59:55";347;49.99;19.49;11657;1;1
348;"2012-06-18 21:48:03";348;49.99;19.49;11670;1;1
349;"2012-06-18 22:57:16";349;49.99;19.49;11677;1;1
350;"2012-06-19 11:32:52";350;49.99;19.49;11729;1;1
351;"2012-06-19 12:18:16";351;49.99;19.49;11739;1;1
352;"2012-06-19 13:30:33";352;49.99;19.49;11756;1;1
353;"2012-06-19 13:52:26";353;49.99;19.49;11762;1;1
354;"2012-06-19 16:48:25";354;49.99;19.49;11801;1;1
355;"2012-06-19 20:11:05";355;49.99;19.49;11835;1;1
356;"2012-06-20 11:33:35";356;49.99;19.49;11917;1;1
357;"2012-06-20 13:50:01";357;49.99;19.49;11946;1;1
358;"2012-06-20 14:47:06";358;49.99;19.49;11957;1;1
359;"2012-06-20 16:00:38";359;49.99;19.49;11971;1;1
360;"2012-06-20 17:08:38";360;49.99;19.49;11985;1;1
361;"2012-06-20 22:54:44";361;49.99;19.49;12028;1;1
362;"2012-06-21 04:58:24";362;49.99;19.49;12047;1;1
363;"2012-06-21 08:15:41";363;49.99;19.49;12065;1;1
364;"2012-06-21 11:10:30";364;49.99;19.49;12086;1;1
365;"2012-06-21 16:25:33";365;49.99;19.49;12141;1;1
366;"2012-06-21 19:59:44";366;49.99;19.49;12168;1;1
367;"2012-06-22 08:41:18";367;49.99;19.49;12216;1;1
368;"2012-06-22 11:36:44";368;49.99;19.49;12243;1;1
369;"2012-06-22 14:33:43";369;49.99;19.49;12284;1;1
370;"2012-06-22 18:49:05";370;49.99;19.49;12321;1;1
371;"2012-06-22 19:33:16";371;49.99;19.49;12329;1;1
372;"2012-06-23 12:06:08";372;49.99;19.49;12388;1;1
373;"2012-06-23 13:40:12";373;49.99;19.49;12394;1;1
374;"2012-06-23 16:36:18";374;49.99;19.49;12408;1;1
375;"2012-06-23 22:43:23";375;49.99;19.49;12424;1;1
376;"2012-06-24 22:23:27";376;49.99;19.49;12478;1;1
377;"2012-06-24 22:31:20";377;49.99;19.49;12479;1;1
378;"2012-06-25 07:54:20";378;49.99;19.49;12509;1;1
379;"2012-06-25 15:26:00";379;49.99;19.49;12568;1;1
380;"2012-06-25 16:15:11";380;49.99;19.49;12579;1;1
381;"2012-06-25 19:33:29";381;49.99;19.49;12604;1;1
382;"2012-06-25 19:54:22";382;49.99;19.49;12605;1;1
383;"2012-06-26 11:55:47";383;49.99;19.49;12672;1;1
384;"2012-06-26 15:30:33";384;49.99;19.49;12699;1;1
385;"2012-06-26 16:06:17";385;49.99;19.49;12708;1;1
386;"2012-06-26 18:57:33";386;49.99;19.49;12738;1;1
387;"2012-06-26 21:13:49";387;49.99;19.49;12760;1;1
388;"2012-06-27 08:32:24";388;49.99;19.49;12807;1;1
389;"2012-06-27 08:47:31";389;49.99;19.49;12809;1;1
390;"2012-06-27 11:00:53";390;49.99;19.49;12831;1;1
391;"2012-06-27 11:54:28";391;49.99;19.49;12837;1;1
392;"2012-06-27 17:25:39";392;49.99;19.49;12912;1;1
393;"2012-06-27 19:31:05";393;49.99;19.49;12927;1;1
394;"2012-06-28 10:23:55";394;49.99;19.49;12988;1;1
395;"2012-06-28 13:40:38";395;49.99;19.49;13016;1;1
396;"2012-06-28 16:39:38";396;49.99;19.49;13046;1;1
397;"2012-06-28 19:34:15";397;49.99;19.49;13073;1;1
398;"2012-06-28 20:48:11";398;49.99;19.49;13081;1;1
399;"2012-06-28 20:56:06";399;49.99;19.49;13083;1;1
400;"2012-06-28 22:09:09";400;49.99;19.49;13089;1;1
401;"2012-06-28 22:24:39";401;49.99;19.49;13093;1;1
402;"2012-06-28 22:31:35";402;49.99;19.49;13094;1;1
403;"2012-06-29 16:09:23";403;49.99;19.49;13194;1;1
404;"2012-06-29 18:43:37";404;49.99;19.49;13221;1;1
405;"2012-06-30 15:17:20";405;49.99;19.49;13285;1;1
406;"2012-06-30 15:36:55";406;49.99;19.49;13287;1;1
407;"2012-06-30 19:50:24";407;49.99;19.49;13297;1;1
408;"2012-07-01 04:39:15";408;49.99;19.49;13319;1;1
409;"2012-07-02 13:24:53";409;49.99;19.49;13460;1;1
410;"2012-07-02 16:45:36";410;49.99;19.49;13494;1;1
411;"2012-07-02 17:54:02";411;49.99;19.49;13510;1;1
412;"2012-07-03 08:18:59";412;49.99;19.49;13571;1;1
413;"2012-07-03 10:42:14";413;49.99;19.49;13591;1;1
414;"2012-07-03 16:47:31";414;49.99;19.49;13663;1;1
415;"2012-07-03 19:10:49";415;49.99;19.49;13694;1;1
416;"2012-07-04 05:03:48";416;49.99;19.49;13726;1;1
417;"2012-07-04 10:01:15";417;49.99;19.49;13745;1;1
418;"2012-07-04 10:47:55";418;49.99;19.49;13752;1;1
419;"2012-07-04 11:06:26";419;49.99;19.49;13754;1;1
420;"2012-07-04 14:43:10";420;49.99;19.49;13782;1;1
421;"2012-07-04 18:29:11";421;49.99;19.49;13812;1;1
